model_name_list,detail_link,detail_url,rent_yn,list_price_wan,model_name,price_wan,rent_yn_detail,support_money_wan,monthly_rent_wan,remain_months,year_month,mileage_km,fuel_type,transmission,color,displacement_cc,reg_date
벤츠 C300 AMG 라인,/mycar/mycar_view.php?no=2246253&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2246253&gubun=I,False,,벤츠  5세대  C300 AMG 라인,,False,,,,2022.04,26600.0,가솔린,자동,진회색,1999.0,
벤츠 C200 카브리올레,/mycar/mycar_view.php?no=2255114&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255114&gubun=I,False,,벤츠  4세대  C200 카브리올레 -,,False,,,,2020.04,55533.0,가솔린,자동,흰색,1991.0,
벤츠 C 4세대 C220 d  아방가르드,/mycar/mycar_view.php?no=2257303&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257303&gubun=I,False,1700.0,벤츠  4세대 C220 d  아방가르드,1700.0,False,,,,2019.03,91500.0,디젤,자동,흰색,1950.0,
벤츠 C220 d 4매틱,/mycar/mycar_view.php?no=2256853&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256853&gubun=I,False,,벤츠  4세대  C220 d 4매틱 -,,False,,,,2015.12 (16년형),124940.0,디젤,자동,진회색,2143.0,
벤츠 C 4세대  C200 쿠페,/mycar/mycar_view.php?no=2256577&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256577&gubun=I,False,1650.0,벤츠  4세대  C200 쿠페,1650.0,False,,,,2016.04,159000.0,가솔린,자동,은색,1991.0,
벤츠 C 4세대 C200 AMG 라인,/mycar/mycar_view.php?no=2255854&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255854&gubun=I,False,3850.0,벤츠  4세대 C200 AMG 라인,3850.0,False,,,,2021.05,18000.0,가솔린,자동,흰색,1991.0,
벤츠 C 3세대 C200 CGI 블루이피션시 아방가르드,/mycar/mycar_view.php?no=2254949&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254949&gubun=I,False,689.0,벤츠  3세대 C200 CGI 블루이피션시 아방가르드,689.0,False,,,,2012.06,126200.0,가솔린,자동,진주색,1796.0,
벤츠 E 11세대  E300 4매틱 AMG 라인,/mycar/mycar_view.php?no=2248734&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248734&gubun=I,True,167.0,벤츠  11세대  E300 4매틱 AMG 라인,167.0,True,167.0,167.0,42 / 60,2024.07,30000.0,가솔린,자동,흰색,1999.0,
벤츠 E 11세대  E300 4매틱 익스클루시브,/mycar/mycar_view.php?no=2254414&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254414&gubun=I,True,99.0,벤츠  11세대  E300 4매틱 익스클루시브,99.0,True,,,36 / 48,2025.01 (24년형),12000.0,가솔린,자동,흰색,1999.0,
벤츠 E 11세대 E200  아방가르드,/mycar/mycar_view.php?no=2257319&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257319&gubun=I,True,0.0,벤츠  11세대 E200  아방가르드,0.0,True,,,50 / 60,2025.04,4230.0,가솔린,자동,흰색,1999.0,
벤츠 E 11세대 E200 아방가르드,/mycar/mycar_view.php?no=2257193&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257193&gubun=I,True,400.0,벤츠  11세대 E200 아방가르드,400.0,True,,121.0,41 / 60,2024.06,15000.0,가솔린,자동,흰색,1999.0,
벤츠 E220 d 4매틱 익스클루시브,/mycar/mycar_view.php?no=2255951&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255951&gubun=I,False,6550.0,벤츠  11세대  E220 d 4매틱 익스클루시브,6550.0,False,,,,2024.09,17000.0,디젤,자동,흰색,1993.0,
벤츠 E200 아방가르드,/mycar/mycar_view.php?no=2254521&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254521&gubun=I,False,,벤츠  11세대  E200 아방가르드,,False,,,,2025.03,2405.0,가솔린,자동,흰색,1999.0,
벤츠 E 11세대 E220 d 4매틱 익스클루시브,/mycar/mycar_view.php?no=2242564&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2242564&gubun=I,True,0.0,벤츠  11세대 E220 d 4매틱 익스클루시브,0.0,True,,,48 / 60,2024.11,1920.0,디젤,자동,흰색,1993.0,
벤츠 E 11세대 E300 4매틱 AMG 라인,/mycar/mycar_view.php?no=2242561&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2242561&gubun=I,True,0.0,벤츠  11세대 E300 4매틱 AMG 라인,0.0,True,,,44 / 60,2024.08,2300.0,가솔린 하이브리드,자동,흰색,1999.0,
벤츠 E200 아방가르드,/mycar/mycar_view.php?no=2255897&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255897&gubun=I,False,,벤츠  11세대  E200 아방가르드,,False,,,,2024.06,21078.0,가솔린,자동,흰색,1999.0,
벤츠 E 11세대 E200 아방가르드,/mycar/mycar_view.php?no=2254360&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254360&gubun=I,False,9999.0,벤츠  11세대 E200 아방가르드,9999.0,False,,,,2025.06,6176.0,가솔린,자동,흰색,1999.0,
벤츠 E450 4매틱 익스클루시브,/mycar/mycar_view.php?no=2253904&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253904&gubun=I,False,12680.0,벤츠  11세대  E450 4매틱 익스클루시브,,False,,,,2025.05,3669.0,가솔린,자동,검정색,2998.0,
벤츠 E450 4매틱 익스클루시브,/mycar/mycar_view.php?no=2253721&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2253721&gubun=I,False,,벤츠  11세대  E450 4매틱 익스클루시브,,False,,,,2023.11,31964.0,가솔린,자동,진청색,2999.0,
벤츠 E220 d 4매틱 익스클루시브,/mycar/mycar_view.php?no=2243244&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2243244&gubun=I,False,,벤츠  11세대  E220 d 4매틱 익스클루시브,,False,,,,2024.04,9600.0,디젤,자동,검정색,1993.0,
벤츠 E220 d 4매틱 AMG 라인,/mycar/mycar_view.php?no=2257376&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257376&gubun=I,False,,벤츠  10세대  E220 d 4매틱 AMG 라인,,False,,,,2022.07,33000.0,디젤,자동,흰색,1993.0,
벤츠 E 10세대  E450 4매틱 익스클루시브,/mycar/mycar_view.php?no=2229074&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2229074&gubun=I,True,10.0,벤츠  10세대  E450 4매틱 익스클루시브,10.0,True,,,32 / 60,2023.07,16000.0,가솔린,자동,검정색,2999.0,
벤츠 E 10세대  E350 4매틱 아방가르드,/mycar/mycar_view.php?no=2230271&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2230271&gubun=I,True,10.0,벤츠  10세대  E350 4매틱 아방가르드,10.0,True,,,25 / 60,2022.04,25000.0,하이브리드(가솔린/전기),자동,검정색,1991.0,
벤츠 E 10세대 E250 익스클루시브,/mycar/mycar_view.php?no=2236864&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2236864&gubun=I,True,99.0,벤츠  10세대 E250 익스클루시브,99.0,True,,,32 / 60,2023.06,20000.0,가솔린,자동,검정색,1991.0,
벤츠 E 10세대  E350 4매틱 아방가르드,/mycar/mycar_view.php?no=2248133&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2248133&gubun=I,True,100.0,벤츠  10세대  E350 4매틱 아방가르드,100.0,True,,,15 / 60,2022.05,43000.0,가솔린,자동,검정색,1991.0,
벤츠 E 10세대 E300 4매틱  AMG 라인,/mycar/mycar_view.php?no=2257306&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257306&gubun=I,True,5078.0,벤츠  10세대 E300 4매틱  AMG 라인,5078.0,True,,,48 / 60,2025.02,180000.0,가솔린,자동,검정색,1999.0,
벤츠 E 10세대 E250 익스클루시브,/mycar/mycar_view.php?no=2257009&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257009&gubun=I,True,1760.0,벤츠  10세대 E250 익스클루시브,1760.0,True,,,23 / 60,2022.12 (23년형),28641.0,가솔린,자동,회색,1991.0,
벤츠 E350 4매틱 아방가르드,/mycar/mycar_view.php?no=2256629&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256629&gubun=I,False,4350.0,벤츠  10세대  E350 4매틱 아방가르드,4350.0,False,,,,2021.02,48600.0,가솔린,자동,흰색,1991.0,
벤츠 E350 4매틱 AMG 라인,/mycar/mycar_view.php?no=2256896&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256896&gubun=I,False,,벤츠  10세대  E350 4매틱 AMG 라인,,False,,,,2022.07,41900.0,가솔린,자동,검정색,1991.0,
벤츠 E250 익스클루시브,/mycar/mycar_view.php?no=2256632&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256632&gubun=I,False,,벤츠  10세대  E250 익스클루시브,,False,,,,2023.06,19900.0,가솔린,자동,흰색,1991.0,
벤츠 E250 아방가르드,/mycar/mycar_view.php?no=2256462&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256462&gubun=I,False,3490.0,벤츠  10세대  E250 아방가르드,3490.0,False,,,,2021.04,68777.0,가솔린,자동,흰색,1991.0,
벤츠 E300 익스클루시브,/mycar/mycar_view.php?no=2256272&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256272&gubun=I,False,,벤츠  10세대  E300 익스클루시브,,False,,,,2017.08 (18년형),23990.0,가솔린,자동,흰색,1991.0,
벤츠 E 10세대 E220 d  익스클루시브,/mycar/mycar_view.php?no=2256222&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256222&gubun=I,False,2950.0,벤츠  10세대 E220 d  익스클루시브,2950.0,False,,,,2019.10,45700.0,디젤,자동,진회색,1950.0,
벤츠 E 10세대 E220 d 4매틱 익스클루시브,/mycar/mycar_view.php?no=2255694&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255694&gubun=I,False,4890.0,벤츠  10세대 E220 d 4매틱 익스클루시브,4890.0,False,,,,2023.10,42000.0,디젤,자동,흰색,1993.0,
벤츠 E300e 4매틱 익스클루시브,/mycar/mycar_view.php?no=2255643&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255643&gubun=I,False,,벤츠  10세대  E300e 4매틱 익스클루시브,,False,,,,2023.00,14756.0,가솔린 하이브리드,자동,검정색,1991.0,
벤츠 E 10세대 E300 4매틱  익스클루시브,/mycar/mycar_view.php?no=2255583&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255583&gubun=I,True,4235.0,벤츠  10세대 E300 4매틱  익스클루시브,4235.0,True,,,29 / 48,2024.05,31701.0,가솔린,자동,흰색,1999.0,
벤츠 E 10세대  E250 익스클루시브,/mycar/mycar_view.php?no=2255527&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255527&gubun=I,False,5100.0,벤츠  10세대  E250 익스클루시브,5100.0,False,,,,2023.06,18866.0,가솔린,자동,진주색,1991.0,
벤츠 E300 4매틱 익스클루시브,/mycar/mycar_view.php?no=2255365&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255365&gubun=I,False,,벤츠  10세대  E300 4매틱 익스클루시브,,False,,,,2020.10,82770.0,가솔린,자동,검정색,1991.0,
벤츠 E350 4매틱 아방가르드,/mycar/mycar_view.php?no=2255220&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255220&gubun=I,False,,벤츠  10세대  E350 4매틱 아방가르드,,False,,,,2022.06,39065.0,가솔린,자동,은색,1991.0,
벤츠 E350 4매틱 AMG 라인,/mycar/mycar_view.php?no=2254686&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254686&gubun=I,False,,벤츠  10세대  E350 4매틱 AMG 라인,,False,,,,2022.10,38000.0,가솔린,자동,흰색,1991.0,
벤츠 E350 4매틱,/mycar/mycar_view.php?no=2249563&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249563&gubun=I,False,2000.0,벤츠  9세대  E350 4매틱 -,2000.0,False,,,,2013.10 (14년형),38921.0,가솔린,자동,은색,3498.0,
벤츠 E200 엘레강스,/mycar/mycar_view.php?no=2256903&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256903&gubun=I,False,2250.0,벤츠  9세대  E200 엘레강스,2250.0,False,,,,2014.06,9600.0,가솔린,자동,진회색,1991.0,
벤츠 E300 아방가르드,/mycar/mycar_view.php?no=2256939&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256939&gubun=I,False,1790.0,벤츠  9세대  E300 아방가르드,1790.0,False,,,,2016.01,35000.0,가솔린,자동,은색,3498.0,
벤츠 E 9세대  E300 아방가르드,/mycar/mycar_view.php?no=2256872&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256872&gubun=I,False,800.0,벤츠  9세대  E300 아방가르드,800.0,False,,,,2012.07,160000.0,가솔린,자동,흰색,3498.0,
벤츠 E 9세대 E350  엘레강스,/mycar/mycar_view.php?no=2256264&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256264&gubun=I,False,950.0,벤츠  9세대 E350  엘레강스,950.0,False,,,,2012.09,125075.0,가솔린,자동,검정색,3498.0,
벤츠 E 9세대 E250 CDI 4매틱,/mycar/mycar_view.php?no=2254925&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254925&gubun=I,False,1250.0,벤츠  9세대 E250 CDI 4매틱,1250.0,False,,,,2014.01,85100.0,디젤,자동,흰색,2143.0,
벤츠 E200 CGI 아방가르드,/mycar/mycar_view.php?no=2252676&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252676&gubun=I,False,,벤츠  9세대  E200 CGI 아방가르드,,False,,,,2010.12 (11년형),89717.0,가솔린,자동,흰색,1796.0,
벤츠 E200 카브리올레,/mycar/mycar_view.php?no=2246176&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2246176&gubun=I,False,1899.0,벤츠  9세대  E200 카브리올레 -,1899.0,False,,,,2014.07,50688.0,가솔린,자동,흰색,1991.0,
벤츠 300E,/mycar/mycar_view.php?no=2252691&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252691&gubun=I,False,,벤츠   300E,,False,,,,1992.11 (89년형),78726.0,가솔린,자동,검정색,2980.0,
벤츠 S350 d 4매틱,/mycar/mycar_view.php?no=2255070&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255070&gubun=I,False,,벤츠  7세대  S350 d 4매틱 -,,False,,,,2025.05,2781.0,디젤,자동,흰색,2989.0,
벤츠 S450 d 4매틱,/mycar/mycar_view.php?no=2255071&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255071&gubun=I,False,,벤츠  7세대  S450 d 4매틱 -,,False,,,,2024.06,22000.0,가솔린,자동,검정색,2989.0,
벤츠 S350 d 4매틱,/mycar/mycar_view.php?no=2255072&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255072&gubun=I,False,,벤츠  7세대  S350 d 4매틱 -,,False,,,,2025.03,13782.0,디젤,자동,검정색,2989.0,
벤츠 S400 d 4매틱,/mycar/mycar_view.php?no=2255112&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255112&gubun=I,False,,벤츠  7세대  S400 d 4매틱 -,,False,,,,2021.10 (22년형),57161.0,디젤,자동,검정색,2925.0,
벤츠 S450L 4매틱,/mycar/mycar_view.php?no=2255901&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255901&gubun=I,False,,벤츠  7세대  S450L 4매틱 -,,False,,,,2022.08,59833.0,가솔린,자동,검정색,2999.0,
벤츠 S350 d 4매틱,/mycar/mycar_view.php?no=2255902&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255902&gubun=I,False,,벤츠  7세대  S350 d 4매틱 -,,False,,,,2025.05,5311.0,디젤,자동,검정색,2989.0,
벤츠 S500L 4매틱,/mycar/mycar_view.php?no=2250933&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2250933&gubun=I,False,,벤츠  7세대  S500L 4매틱 -,,False,,,,2021.10,46200.0,가솔린,자동,검정색,2999.0,
벤츠 S500L 4매틱,/mycar/mycar_view.php?no=2251431&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251431&gubun=I,False,,벤츠  7세대  S500L 4매틱 -,,False,,,,2021.10,66000.0,가솔린,자동,검정색,2999.0,
벤츠 S580L 4매틱,/mycar/mycar_view.php?no=2251805&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251805&gubun=I,False,,벤츠  7세대  S580L 4매틱 -,,False,,,,2022.01,49750.0,가솔린,자동,은색,3982.0,
벤츠 S580e 4매틱,/mycar/mycar_view.php?no=2252568&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252568&gubun=I,False,,벤츠  7세대  S580e 4매틱 -,,False,,,,2023.11,22003.0,가솔린,자동,검정색,2999.0,
벤츠 S400 d 4매틱,/mycar/mycar_view.php?no=2254704&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254704&gubun=I,False,,벤츠  7세대  S400 d 4매틱 -,,False,,,,2022.04,88234.0,디젤,자동,검정색,2925.0,
벤츠 S580L 4매틱,/mycar/mycar_view.php?no=2247313&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247313&gubun=I,False,,벤츠  7세대  S580L 4매틱 -,,False,,,,2022.12 (23년형),14973.0,가솔린,자동,기타색상,3982.0,
벤츠 S580L 4매틱,/mycar/mycar_view.php?no=2257156&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257156&gubun=I,False,8950.0,벤츠  7세대  S580L 4매틱 -,8950.0,False,,,,2021.07,86821.0,가솔린,자동,은색,3982.0,
벤츠 S350 d,/mycar/mycar_view.php?no=2257088&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257088&gubun=I,False,,벤츠  7세대  S350 d -,,False,,,,2022.01,40700.0,디젤,자동,검정색,2925.0,
벤츠 S 7세대 S580L 4매틱,/mycar/mycar_view.php?no=2250433&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2250433&gubun=I,True,7500.0,벤츠  7세대 S580L 4매틱,7500.0,True,,,12 / 60,2022.02,42000.0,가솔린,자동,검정색,3982.0,
벤츠 S 7세대 S350 d,/mycar/mycar_view.php?no=2251524&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251524&gubun=I,True,600.0,벤츠  7세대 S350 d,600.0,True,,,21 / 60,2022.08,45000.0,디젤,자동,흰색,2925.0,
벤츠 S500L 4매틱,/mycar/mycar_view.php?no=2255502&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255502&gubun=I,False,,벤츠  7세대  S500L 4매틱 -,,False,,,,2022.11,33441.0,가솔린,자동,진청색,2999.0,
벤츠 S500L 4매틱,/mycar/mycar_view.php?no=2256204&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256204&gubun=I,False,10200.0,벤츠  7세대  S500L 4매틱 -,10200.0,False,,,,2023.04,29650.0,가솔린,자동,검정색,2999.0,
벤츠 S580L 4매틱,/mycar/mycar_view.php?no=2255727&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255727&gubun=I,False,11000.0,벤츠  7세대  S580L 4매틱 -,11000.0,False,,,,2022.06,41900.0,가솔린,자동,검정색,3982.0,
벤츠 S450L 4매틱,/mycar/mycar_view.php?no=2257198&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257198&gubun=I,False,,벤츠  7세대  S450L 4매틱 -,,False,,,,2023.05,42000.0,가솔린,자동,검정색,2999.0,
벤츠 S63L AMG 4매틱,/mycar/mycar_view.php?no=2249624&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2249624&gubun=I,False,4790.0,벤츠  6세대  S63L AMG 4매틱 -,4790.0,False,,,,2015.01,99931.0,가솔린,자동,진주색,5461.0,
벤츠 S450L 4매틱,/mycar/mycar_view.php?no=2243040&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2243040&gubun=I,False,,벤츠  6세대  S450L 4매틱 -,,False,,,,2019.07,28000.0,가솔린,자동,검정색,2996.0,
벤츠 S450L 4매틱,/mycar/mycar_view.php?no=2254834&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254834&gubun=I,False,,벤츠  6세대  S450L 4매틱 -,,False,,,,2019.07,148086.0,가솔린,자동,검정색,2996.0,
벤츠 S350L 블루텍,/mycar/mycar_view.php?no=2247407&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2247407&gubun=I,False,,벤츠  6세대  S350L 블루텍 -,,False,,,,2014.04,179000.0,디젤,자동,은색,2987.0,
벤츠 S65L AMG,/mycar/mycar_view.php?no=2251804&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2251804&gubun=I,False,,벤츠  6세대  S65L AMG 세부등급,,False,,,,2016.10,90372.0,가솔린,자동,검정색,5980.0,
벤츠 S560L 4매틱,/mycar/mycar_view.php?no=2254056&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254056&gubun=I,False,,벤츠  6세대  S560L 4매틱 -,,False,,,,2018.12 (19년형),149619.0,가솔린,자동,검정색,3982.0,
벤츠 S400L 4매틱,/mycar/mycar_view.php?no=2255215&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255215&gubun=I,False,,벤츠  6세대  S400L 4매틱 -,,False,,,,2015.07,149232.0,가솔린,자동,검정색,2996.0,
벤츠 S500L,/mycar/mycar_view.php?no=2256200&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256200&gubun=I,False,,벤츠  6세대  S500L -,,False,,,,2014.05,81949.0,가솔린,자동,기타색상 (쥐색),4663.0,
벤츠 S63 AMG 4매틱 카브리올레,/mycar/mycar_view.php?no=2254746&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254746&gubun=I,False,8390.0,벤츠  6세대  S63 AMG 4매틱 카브리올레 -,8390.0,False,,,,2017.06,81126.0,가솔린,자동,흰색,5461.0,
벤츠 S63 AMG 4매틱 카브리올레,/mycar/mycar_view.php?no=2257261&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257261&gubun=I,False,,벤츠  6세대  S63 AMG 4매틱 카브리올레 -,,False,,,,2017.08,68067.0,가솔린,자동,검정색,5461.0,
벤츠 S63L AMG 4매틱+,/mycar/mycar_view.php?no=2129827&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2129827&gubun=I,False,,벤츠  6세대  S63L AMG 4매틱+ -,,False,,,,2017.12 (18년형),35000.0,가솔린,자동,검정색,3982.0,
벤츠 S63L AMG 4매틱,/mycar/mycar_view.php?no=2254023&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254023&gubun=I,False,6000.0,벤츠  6세대  S63L AMG 4매틱 -,6000.0,False,,,,2016.12 (17년형),53790.0,가솔린,자동,검정색,5461.0,
벤츠 S560L 4매틱,/mycar/mycar_view.php?no=2255013&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255013&gubun=I,False,4150.0,벤츠  6세대  S560L 4매틱 -,4150.0,False,,,,2020.01,195608.0,가솔린,자동,검정색,3982.0,
벤츠 S63L AMG 4매틱,/mycar/mycar_view.php?no=2256882&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256882&gubun=I,False,5750.0,벤츠  6세대  S63L AMG 4매틱 세부등급,5750.0,False,,,,2016.08,61216.0,가솔린,자동,흰색,5461.0,
벤츠 S65L AMG,/mycar/mycar_view.php?no=2252199&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2252199&gubun=I,False,5800.0,벤츠  6세대  S65L AMG -,5800.0,False,,,,2016.07,104300.0,가솔린,자동,진회색 (검쥐색),5980.0,
벤츠 S400L d 4매틱,/mycar/mycar_view.php?no=2255223&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255223&gubun=I,False,4780.0,벤츠  6세대  S400L d 4매틱 -,4780.0,False,,,,2017.11 (18년형),128126.0,디젤,자동,흰색,2925.0,
벤츠 S350 d 4매틱,/mycar/mycar_view.php?no=2256490&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256490&gubun=I,False,,벤츠  6세대  S350 d 4매틱 -,,False,,,,2020.03,62489.0,디젤,자동,기타색상 (다이아몬드 화이트),2925.0,
벤츠 S63L AMG 4매틱,/mycar/mycar_view.php?no=2238981&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2238981&gubun=I,False,4890.0,벤츠  6세대  S63L AMG 4매틱 -,4890.0,False,,,,2014.04,88000.0,가솔린,자동,진회색 (화이트 랩핑),5461.0,
벤츠 S560L 4매틱,/mycar/mycar_view.php?no=2250175&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2250175&gubun=I,False,4790.0,벤츠  6세대  S560L 4매틱 -,4790.0,False,,,,2019.02 (18년형),98800.0,가솔린,자동,은색,3982.0,
벤츠 S350L,/mycar/mycar_view.php?no=2080248&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2080248&gubun=I,False,,벤츠  6세대  S350L -,,False,,,,2019.04,36500.0,가솔린,자동,검정색,2996.0,
벤츠 S 5세대 S500L,/mycar/mycar_view.php?no=2257360&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257360&gubun=I,False,640.0,벤츠  5세대 S500L,640.0,False,,,,2009.11,193909.0,가솔린,자동,은색,5462.0,
벤츠 S500L,/mycar/mycar_view.php?no=2218633&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2218633&gubun=I,False,900.0,벤츠  5세대  S500L -,900.0,False,,,,2007.01,113000.0,가솔린,자동,은색,5462.0,
벤츠 S350L,/mycar/mycar_view.php?no=2257317&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2257317&gubun=I,False,1150.0,벤츠  5세대  S350L -,1150.0,False,,,,2013.05,195000.0,가솔린,자동,은색,3498.0,
벤츠 S 5세대  S350,/mycar/mycar_view.php?no=2256892&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2256892&gubun=I,False,1500.0,벤츠  5세대  S350,1500.0,False,,,,2006.01,2000000.0,가솔린,자동,은색투톤,5462.0,
벤츠 S 5세대 S550L 4매틱,/mycar/mycar_view.php?no=2255301&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2255301&gubun=I,False,850.0,벤츠  5세대 S550L 4매틱,850.0,False,,,,2009.02 (08년형),178201.0,가솔린,자동,검정색,5462.0,
벤츠 S350L 블루이피션시,/mycar/mycar_view.php?no=2254894&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254894&gubun=I,False,1200.0,벤츠  5세대  S350L 블루이피션시 -,1200.0,False,,,,2012.08,161345.0,가솔린,자동,진주색,3498.0,
벤츠 S 5세대 S500L 4매틱  디지뇨 에디션,/mycar/mycar_view.php?no=2254406&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2254406&gubun=I,False,3500.0,벤츠  5세대 S500L 4매틱  디지뇨 에디션,3500.0,False,,,,2017.07,141838.0,가솔린,자동,은색투톤,4663.0,
벤츠 S65 AMG,/mycar/mycar_view.php?no=2238545&gubun=I,https://bobaedream.co.kr/mycar/mycar_view.php?no=2238545&gubun=I,False,1600.0,벤츠  5세대  S65 AMG -,1600.0,False,,,,2007.08 (06년형),351578.0,가솔린,자동,검정색,5980.0,
